"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Running","Run","","","","2020-04-06","","30.1200008392334","","","","","0.0336344428360462","0.248999997973442","","","","62","83","","","0.220876693863371","0.17","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2020-04-06","","1978.84997558594","","","","","0.641881108283997","0.856000006198883","","24","","105","139","","","0.276345120282785","5.37","30","5","2","1","0","0","0","","","","","","","","","","","","","","",""
"Yoga","Other","","","","2020-04-06","","0","","","","","0.333416104316711","0","","","","69","90","","","0.527591454298064","10","20","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-04-07","","27.6399993896484","","","","","0.0336672216653824","0.228000000119209","","","","66","90","","","0.545626705628324","1.02","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-04-07","","6000.16015625","","","","","0.752776086330414","2.21399998664856","","72","","136","179","","","0.669676504708885","37.13","3","7","4","7","5","8","12","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2020-04-07","","6422.85009765625","","","","","0.805107772350311","2.21600008010864","","75","","116","140","","","0.664800024032593","39.2","11","28","8","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-04-08","","16.4799995422363","","","","","0.0335266664624214","0.136999994516373","","","","58","79","","","0.0626226812106403","0.01","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Indoor Cycling","Bike","","","","2020-04-08","","24474.23046875","155","269","558.446","","1.00041306018829","6.7960000038147","","50","","122","152","","","0.700749117143532","48.68","16","9","9","15","5","3","2","","","","16","18","17","9","1","0","","","","","",""
"Running","Run","","","","2020-04-09","","13.4200000762939","","","","","0.0336161106824875","0.111000001430511","","","","56","73","","","0.0533172356673523","0.01","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2020-04-09","","4015.13989257813","","","","","0.502316415309906","2.22000002861023","","75","","133","166","","","0.666000008583069","24.26","8","1","1","2","2","1","15","","","","","","","","","","","","","","",""
"Strength","Strength","","","","2020-04-09","","0","","","","","0.493978053331375","0","","","","108","123","","","0.606189363777868","19.75","24","6","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-04-10","","22.4200000762939","","","","","0.0334458313882351","0.186000004410744","","","","56","73","","","0.54338960434337","1.01","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-04-11","","23.1700000762939","","","","","0.0337188877165318","0.190999999642372","","","","59","73","","","0.0980561946378635","0.03","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-04-11","","6005.77001953125","","","","","0.752442479133606","2.21700000762939","","68","","123","163","","","0.67365731836065","37.56","15","4","5","10","4","2","5","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2020-04-11","","6239.60009765625","","","","","0.654488861560822","2.64800000190735","","82","","113","138","","","0.794400000572205","45.27","17","15","6","1","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-04-12","","31.6900005340576","","","","","0.0335627757012844","0.261999994516373","","","","55","64","","","0.54338960434337","1.01","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2020-04-12","","3998.56005859375","","","","","0.503741383552551","2.20499992370605","","74","","107","142","","","0.661499977111816","24","15","9","3","2","0","0","0","","","","","","","","","","","","","","",""
"Strength","Strength","","","","2020-04-12","","0","","","","","0.502061665058136","0","","","","125","155","","","0.645954794571962","22.81","6","7","5","5","4","2","1","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-04-13","","19.8400001525879","","","","","0.0378777794539928","0.144999995827675","","","","61","79","","","0.0689585999736255","0.02","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Indoor Cycling","Bike","","","","2020-04-13","","24304.580078125","151","254","542.579","","1.00043249130249","6.7480001449585","","52","","116","151","","","0.701110031934857","48.72","19","14","6","12","3","3","2","","","","23","10","16","11","0","0","","","","","",""
"Treadmill Running","Run","","","","2020-04-13","","4008.8701171875","","","","","0.500643610954285","2.22399997711182","","74","","107","117","","","0.667199993133545","24.29","25","5","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-04-14","","23.7199993133545","","","","","0.0335247218608856","0.196999996900558","","","","56","78","","","0.186706927306948","0.12","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-04-14","","4912.56982421875","","","","","0.618239998817444","2.20700001716614","","69","","118","159","","","0.667507500249802","30.16","18","3","3","7","2","2","2","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2020-04-14","","7003.080078125","","","","","0.883020043373108","2.20300006866455","","76","","101","119","","","0.660900020599365","42.6","45","8","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-04-15","","21.6100006103516","","","","","0.0336316674947739","0.178000003099442","","","","55","82","","","0.0975454100227358","0.03","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2020-04-15","","2100.71997070313","","","","","0.557093322277069","1.04700005054474","","32","","79","108","","","0.356626086342277","7.74","33","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-04-16","","19.5699996948242","","","","","0.0336269438266754","0.162000000476837","","","","56","78","","","0.114581598985217","0.04","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2020-04-16","","1878.94995117188","","","","","0.567253053188324","0.920000016689301","","32","","104","143","","","0.298076766904415","5.51","28","2","2","2","0","0","0","","","","","","","","","","","","","","",""
"Yoga","Other","","","","2020-04-16","","0","","","","","0.401459187269211","0","","","","65","126","","","0.531803579900801","12.29","24","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-04-17","","23.4099998474121","","","","","0.0336408354341984","0.193000003695488","","","","58","81","","","0.0733099000550867","0.02","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2020-04-17","","1478.80004882813","","","","","0.480708628892899","0.855000019073486","","25","","98","128","","","0.258065321239271","3.49","26","1","1","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-04-18","","36.939998626709","","","","","0.0335622206330299","0.305999994277954","","","","55","76","","","0.140328432366162","0.07","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2020-04-18","","6016.990234375","","","","","0.756291389465332","2.21000003814697","","79","","140","169","","","0.663000011444092","36.56","8","2","3","4","1","1","26","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-04-19","","21.3999996185303","","","","","0.0372516661882401","0.159999996423721","","","","54","73","","","0.0967307012505924","0.04","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-04-19","","6025.18017578125","","","","","0.609911978244781","2.74399995803833","","74","","149","172","","","0.834373330658686","46.47","1","1","3","4","3","3","22","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2020-04-19","","3000.25","","","","","0.517790853977203","1.61000001430511","","63","","90","119","","","0.483000004291534","13.16","31","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-04-20","","21.9200000762939","","","","","0.0335977785289288","0.180999994277954","","","","58","72","","","0.0841245014605193","0.02","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Yoga","Other","","","","2020-04-20","","0","","","","","0.409445285797119","0","","","","62","93","","","0.527057391887629","12.32","25","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-04-21","","23.5799999237061","","","","","0.0334688872098923","0.195999994874001","","2","","60","81","","","0.120311210670815","0.05","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2020-04-21","","6001.2099609375","","","","","0.75624668598175","2.2039999961853","","77","","119","161","","","0.661199998855591","36.36","17","10","2","6","3","3","5","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-04-22","","19.0100002288818","","","","","0.0334561131894588","0.158000007271767","","","","56","74","","","0.0642543791023877","0.01","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-04-22","","4431.740234375","","","","","0.542769193649292","2.26799988746643","","70","","130","180","","","0.691205020053654","28.29","5","7","4","5","2","2","8","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2020-04-22","","24264.810546875","145","244","525.341","","1.00999474525452","6.67399978637695","","50","","125","159","","","0.672344251459479","45.2","14","7","8","13","5","4","9","","","","24","12","18","6","0","0","","","","","",""
